date,open,high,low,close,adj_close,volume,ticker,year,month,day_name,price_range,daily_return,volume_category
2022-04-01,725.0,738.2999878,723.0999756,736.25,725.8831787,12658848,ICICIBANK.NS,2022,4,Friday,15.20001220000006,1.5517241379310345,Medium
2022-04-04,742.0,749.7999878,725.0,746.5999756,736.0874023,17192197,ICICIBANK.NS,2022,4,Monday,24.799987800000054,0.6199428032345005,High
2022-04-05,746.7999878,755.4500122,738.0,741.7999878,731.3549805,12290391,ICICIBANK.NS,2022,4,Tuesday,17.450012199999946,-0.669523310348399,Medium
2022-04-06,732.2999878,744.9000244,732.0999756,741.5999756,731.1578369,13518142,ICICIBANK.NS,2022,4,Wednesday,12.800048800000013,1.2699696784017807,Medium
2022-04-07,737.0999756,757.7999878,737.0999756,748.5499878,738.0099487,15087175,ICICIBANK.NS,2022,4,Thursday,20.70001220000006,1.5533865932745068,Medium
2022-04-08,749.8499756,756.0,743.5999756,754.2999878,743.6790161,15480705,ICICIBANK.NS,2022,4,Friday,12.400024400000007,0.5934536700410423,Medium
2022-04-11,752.2999878,765.4500122,751.6500244,759.5999756,748.9043579,13216391,ICICIBANK.NS,2022,4,Monday,13.79998779999994,0.9703559641610219,Medium
2022-04-12,757.0,768.9000244,750.25,763.8499756,753.0945435,14020000,ICICIBANK.NS,2022,4,Tuesday,18.650024400000007,0.9048844914134734,Medium
2022-04-13,769.5999756,772.5499878,760.7000122,762.25,751.5170898,16119956,ICICIBANK.NS,2022,4,Wednesday,11.849975600000107,-0.9550384398426939,High
2022-04-18,751.0,762.9000244,749.2000122,757.7999878,747.1296997,17651530,ICICIBANK.NS,2022,4,Monday,13.70001220000006,0.905457762982697,High
2022-04-19,761.7999878,777.9000244,757.0,766.2999878,755.5100098,31088359,ICICIBANK.NS,2022,4,Tuesday,20.900024400000007,0.5907062315655237,High
2022-04-20,766.7999878,770.0,753.7999878,755.5499878,744.911377,15984202,ICICIBANK.NS,2022,4,Wednesday,16.200012199999946,-1.4671361735772837,High
2022-04-21,759.0499878,764.2000122,751.2000122,762.3499756,751.6156616,8953098,ICICIBANK.NS,2022,4,Thursday,13.0,0.4347523684921585,Low
2022-04-22,757.0,758.8499756,745.9000244,747.6500244,737.1226807,14411607,ICICIBANK.NS,2022,4,Friday,12.949951199999987,-1.2351354821664458,Medium
2022-04-25,747.6500244,762.2000122,744.0,752.2000122,741.6085815,35417460,ICICIBANK.NS,2022,4,Monday,18.200012199999946,0.6085718787545511,High
2022-04-26,768.0,768.5499878,751.6500244,753.75,743.1367798,18727514,ICICIBANK.NS,2022,4,Tuesday,16.899963400000047,-1.85546875,High
2022-04-27,749.0,750.0,732.5499878,736.7000122,726.3268433,21441480,ICICIBANK.NS,2022,4,Wednesday,17.450012199999946,-1.6421879572763758,High
2022-04-28,739.0999756,751.9000244,734.6500244,747.1500244,736.6297607,18649559,ICICIBANK.NS,2022,4,Thursday,17.25,1.0891691335079532,High
2022-04-29,750.0999756,759.9500122,740.0999756,743.2999878,732.8339233,19560317,ICICIBANK.NS,2022,4,Friday,19.850036599999953,-0.9065441969333053,High
2022-05-02,732.0,743.7999878,731.0999756,741.0,730.5662842,10903446,ICICIBANK.NS,2022,5,Monday,12.70001220000006,1.2295081967213115,Low
2022-05-04,746.2000122,747.0,721.1500244,724.25,714.052124,12212165,ICICIBANK.NS,2022,5,Wednesday,25.849975599999993,-2.941572211354615,Medium
2022-05-05,730.7999878,743.0,726.5,728.7999878,718.5380249,9121547,ICICIBANK.NS,2022,5,Thursday,16.5,-0.2736726920344921,Low
2022-05-06,716.25,723.0,710.2999878,719.25,709.1225586,12455025,ICICIBANK.NS,2022,5,Friday,12.700012199999946,0.41884816753926707,Medium
2022-05-09,705.2999878,720.0,704.4500122,710.3499756,700.3478394,13055889,ICICIBANK.NS,2022,5,Monday,15.549987800000054,0.7160056553739726,Medium
2022-05-10,705.0,720.0,705.0,711.2999878,701.2844849,12797419,ICICIBANK.NS,2022,5,Tuesday,15.0,0.8936152907801495,Medium
2022-05-11,718.0,719.7999878,707.1500244,714.2000122,704.1436768,13516852,ICICIBANK.NS,2022,5,Wednesday,12.649963400000047,-0.5292462116991717,Medium
2022-05-12,707.5499878,710.7000122,693.2999878,695.7999878,686.0026855,16685166,ICICIBANK.NS,2022,5,Thursday,17.400024399999893,-1.6606600526606636,High
2022-05-13,702.4000244,702.4000244,675.0,677.3499756,667.8125,15717043,ICICIBANK.NS,2022,5,Friday,27.400024400000007,-3.566350787273693,Medium
2022-05-16,676.7000122,690.9500122,675.75,683.0,673.3829346,9025623,ICICIBANK.NS,2022,5,Monday,15.200012199999946,0.9309868015988864,Low
2022-05-17,686.0999756,712.0,685.1500244,710.0,700.0028076,12765052,ICICIBANK.NS,2022,5,Tuesday,26.849975599999993,3.483460902195666,Medium
2022-05-18,712.3499756,717.0,706.0999756,707.3499756,697.3900757,11835013,ICICIBANK.NS,2022,5,Wednesday,10.900024400000007,-0.701902178881748,Medium
2022-05-19,693.0999756,698.7000122,685.5999756,690.2999878,680.5801392,16661023,ICICIBANK.NS,2022,5,Thursday,13.100036599999953,-0.4039803633777447,High
2022-05-20,694.7999878,711.9000244,693.7000122,709.5499878,699.559082,11695528,ICICIBANK.NS,2022,5,Friday,18.20001220000006,2.1229131057851753,Medium
2022-05-23,709.5499878,725.9500122,707.4500122,711.0499878,701.0379639,17438451,ICICIBANK.NS,2022,5,Monday,18.5,0.21140159619350216,High
2022-05-24,711.0499878,717.3499756,706.0499878,708.1500244,698.178833,13779981,ICICIBANK.NS,2022,5,Tuesday,11.29998779999994,-0.40784240907908315,Medium
2022-05-25,712.0499878,720.8499756,711.5999756,713.3499756,703.305603,10457589,ICICIBANK.NS,2022,5,Wednesday,9.25,0.18256973839947305,Low
2022-05-26,723.0,733.0,715.4500122,728.5,718.2422485,14028733,ICICIBANK.NS,2022,5,Thursday,17.549987800000054,0.7607192254495159,Medium
2022-05-27,733.5499878,741.2000122,731.25,739.7999878,729.3831787,8110620,ICICIBANK.NS,2022,5,Friday,9.950012199999946,0.8520210079676318,Low
2022-05-30,748.75,751.9500122,744.2999878,748.5,737.9606934,7628515,ICICIBANK.NS,2022,5,Monday,7.650024399999893,-0.0333889816360601,Low
2022-05-31,741.0,756.7000122,740.5,752.8499756,742.2493896,20272212,ICICIBANK.NS,2022,5,Tuesday,16.200012199999946,1.5991869905533054,High
2022-06-01,748.0,755.5999756,744.2000122,752.6500244,742.0522461,10102092,ICICIBANK.NS,2022,6,Wednesday,11.399963400000047,0.6216610160427816,Low
2022-06-02,751.0499878,751.75,743.2000122,749.75,739.1931152,10949759,ICICIBANK.NS,2022,6,Thursday,8.549987800000054,-0.17308938434417925,Low
2022-06-03,756.1500244,757.0,741.2000122,744.2999878,733.8198242,8563791,ICICIBANK.NS,2022,6,Friday,15.799987800000054,-1.5671541648633653,Low
2022-06-06,740.2000122,750.9500122,739.5999756,746.75,736.2352905,9107831,ICICIBANK.NS,2022,6,Monday,11.350036599999953,0.8848943112730273,Low
2022-06-07,741.0,742.9500122,732.3499756,735.25,724.8972168,9938912,ICICIBANK.NS,2022,6,Tuesday,10.600036599999953,-0.7759784075573549,Low
2022-06-08,736.5999756,741.0,726.4500122,729.5,719.2282715,9369224,ICICIBANK.NS,2022,6,Wednesday,14.549987800000054,-0.9638848540846998,Low
2022-06-09,725.0,734.0999756,722.1500244,732.75,722.4324951,7444368,ICICIBANK.NS,2022,6,Thursday,11.949951199999987,1.0689655172413792,Low
2022-06-10,724.75,728.2999878,718.0,720.0,709.8619385,7990818,ICICIBANK.NS,2022,6,Friday,10.299987800000054,-0.6553984132459468,Low
2022-06-13,702.25,702.2999878,682.0999756,688.0,678.312561,16622521,ICICIBANK.NS,2022,6,Monday,20.20001220000006,-2.029191883232467,High
2022-06-14,682.4000244,694.6500244,680.6500244,685.5,675.8477783,13348598,ICICIBANK.NS,2022,6,Tuesday,14.0,0.4542754233817102,Medium
2022-06-15,687.5,696.3499756,686.0999756,687.25,677.5731201,9199591,ICICIBANK.NS,2022,6,Wednesday,10.25,-0.03636363636363636,Low
2022-06-16,700.0,700.0499878,676.2999878,678.5,668.9462891,13237239,ICICIBANK.NS,2022,6,Thursday,23.75,-3.0714285714285716,Medium
2022-06-17,671.25,692.6500244,669.9500122,686.8499756,677.1787109,16335613,ICICIBANK.NS,2022,6,Friday,22.70001220000006,2.324018711359403,High
2022-06-20,686.0,687.7999878,677.5999756,685.9500122,676.2914429,10981042,ICICIBANK.NS,2022,6,Monday,10.20001220000006,-0.007286851311961157,Low
2022-06-21,690.5499878,708.0,688.5999756,696.0999756,686.2984619,13319648,ICICIBANK.NS,2022,6,Tuesday,19.400024400000007,0.8037054374124978,Medium
2022-06-22,694.25,698.9000244,685.0999756,686.5999756,676.932251,6838249,ICICIBANK.NS,2022,6,Wednesday,13.800048800000013,-1.1019120489737138,Low
2022-06-23,690.2000122,706.0,687.0,699.1500244,689.305603,14960412,ICICIBANK.NS,2022,6,Thursday,19.0,1.2967273314690417,Medium
2022-06-24,710.9000244,715.25,706.5499878,713.4500122,703.4041748,10856736,ICICIBANK.NS,2022,6,Friday,8.700012199999946,0.35869851068750924,Low
2022-06-27,728.8499756,728.8499756,716.0999756,717.3499756,707.2492676,8285225,ICICIBANK.NS,2022,6,Monday,12.75,-1.5778281381614963,Low
