date,open,high,low,close,adj_close,volume,ticker,year,month,day_name,price_range,daily_return,volume_category
29-11-2022,933.5499878,949.9000244,933.5499878,946.75,939.0206299,13096845,ICICIBANK.NS,2022,11,Tuesday,16.3500366,1.413958799,Medium
30-11-2022,948.0499878,958.2000122,941,952.9000244,945.1204224,20858573,ICICIBANK.NS,2022,11,Wednesday,17.2000122,0.511580261,High
01-12-2022,956,957,936.25,940.2000122,932.5241089,15920653,ICICIBANK.NS,2022,12,Thursday,20.75,-1.652718389,High
02-12-2022,928.25,934.5,926.0999756,930.5999756,923.0024414,14228874,ICICIBANK.NS,2022,12,Friday,8.4000244,0.253161928,Medium
05-12-2022,937,937,928.4000244,933.5999756,925.9779663,10984608,ICICIBANK.NS,2022,12,Monday,8.5999756,-0.362862796,Low
06-12-2022,925,929.75,920.2000122,922.6500244,915.1174316,18220912,ICICIBANK.NS,2022,12,Tuesday,9.5499878,-0.254051416,High
07-12-2022,922,933.2000122,920.6500244,922.1500244,914.621521,15675663,ICICIBANK.NS,2022,12,Wednesday,12.5499878,0.016271627,Medium
08-12-2022,925,933.5499878,923.7999878,931.9000244,924.2918701,10136870,ICICIBANK.NS,2022,12,Thursday,9.75,0.745948584,Low
09-12-2022,932,934.7999878,925.0499878,929.9000244,922.3082275,9575331,ICICIBANK.NS,2022,12,Friday,9.75,-0.22531927,Low
12-12-2022,925.0499878,933.9000244,925.0499878,930.2999878,922.704895,8493863,ICICIBANK.NS,2022,12,Monday,8.8500366,0.567536897,Low
13-12-2022,929.5,935.9000244,927.7999878,932.9500122,925.333313,10415140,ICICIBANK.NS,2022,12,Tuesday,8.1000366,0.371168607,Low
14-12-2022,936,936.0499878,920,921.75,914.2247314,12319827,ICICIBANK.NS,2022,12,Wednesday,16.0499878,-1.522435897,Medium
15-12-2022,916,919.9000244,905,908.7999878,901.3804321,8929748,ICICIBANK.NS,2022,12,Thursday,14.9000244,-0.786027533,Low
16-12-2022,905.5,913.7000122,899.6500244,902,894.6359863,9157260,ICICIBANK.NS,2022,12,Friday,14.0499878,-0.386526781,Low
19-12-2022,908,910.5999756,901.1500244,906.4500122,899.0496826,7015083,ICICIBANK.NS,2022,12,Monday,9.4499512,-0.170703502,Low
20-12-2022,906,912.4500122,895.7000122,909.7000122,902.2731323,6384331,ICICIBANK.NS,2022,12,Tuesday,16.75,0.408389868,Low
21-12-2022,910.25,915.8499756,887,892.25,884.9655762,11341147,ICICIBANK.NS,2022,12,Wednesday,28.8499756,-1.977478715,Medium
22-12-2022,900.5,903.8499756,886.3499756,890.6500244,883.3786621,9788367,ICICIBANK.NS,2022,12,Thursday,17.5,-1.093834048,Low
23-12-2022,883.0499878,889.6500244,875.2999878,878.9000244,871.7246094,11059215,ICICIBANK.NS,2022,12,Friday,14.3500366,-0.469957925,Low
26-12-2022,881.0999756,897,875.25,893.2000122,885.9078369,6943159,ICICIBANK.NS,2022,12,Monday,21.75,1.373287588,Low
27-12-2022,897.7000122,902.75,888.2000122,900.6500244,893.2969971,4994381,ICICIBANK.NS,2022,12,Tuesday,14.5499878,0.328618933,Low
28-12-2022,896,903.9500122,895.7999878,898.9500122,891.6109009,8980300,ICICIBANK.NS,2022,12,Wednesday,8.1500244,0.329242433,Low
29-12-2022,897.9000244,923.3499756,889.3499756,908.0499878,900.6365967,11994220,ICICIBANK.NS,2022,12,Thursday,34,1.130411307,Medium
30-12-2022,908.5,908.5,888.5499878,890.8499756,883.5769653,9688527,ICICIBANK.NS,2022,12,Friday,19.9500122,-1.942765482,Low
02-01-2023,894,907,894,902.4500122,895.0823364,4315403,ICICIBANK.NS,2023,1,Monday,13,0.945191521,Low
03-01-2023,898.5,905.9500122,896.75,901.3499756,893.991272,5846855,ICICIBANK.NS,2023,1,Tuesday,9.2000122,0.31719261,Low
